Country,Urban_Rural,Date,Internet_Penetration (%),Broadband_Speed (Mbps),GDP_Per_Capita (USD),Education_Level (%),Mobile_Data_Usage (GB),Digital_Investment (M USD),Digital_Literacy (%),X_Sentiment_Score,5G_Rollout,Latitude,Longitude
Brazil,Rural,2010-01-01,7.992222222222223,6.608888888888888,12587.018888888888,26.695555555555554,0.26666666666666666,333.0133333333333,39.986666666666665,0.26555555555555554,0,-14.235,-51.9253
Brazil,Rural,2010-02-01,8.204999999999998,6.81,12569.695,26.91,0.28,339.28,40.0,0.585,0,-14.235,-51.9253
Brazil,Rural,2010-03-01,7.863333333333333,7.136666666666667,12602.057777777778,27.01888888888889,0.3255555555555556,340.0788888888889,40.00888888888889,0.07666666666666669,0,-14.235,-51.9253
Brazil,Rural,2010-04-01,7.893846153846154,7.477692307692307,12595.277692307693,27.052307692307693,0.38846153846153847,352.5576923076923,40.20923076923077,0.18384615384615383,0,-14.235,-51.9253
Brazil,Rural,2010-05-01,8.001666666666667,7.721666666666667,12601.911666666667,27.155,0.37833333333333335,360.33500000000004,40.28333333333333,-0.11166666666666669,0,-14.235,-51.9253
Brazil,Rural,2010-06-01,8.025714285714285,8.038571428571428,12649.104285714286,27.142857142857142,0.41285714285714287,365.0728571428572,40.33857142857143,0.04142857142857141,0,-14.235,-51.9253
Brazil,Rural,2010-07-01,7.906666666666666,8.309166666666668,12657.590833333334,27.310000000000002,0.44083333333333335,372.1766666666667,40.475,-0.30333333333333334,0,-14.235,-51.9253
Brazil,Rural,2010-08-01,7.926,8.612,12732.964,27.457,0.47800000000000004,378.89700000000005,40.553,0.177,0,-14.235,-51.9253
Brazil,Rural,2010-09-01,8.01,8.904,12697.333999999999,27.628000000000004,0.514,392.16999999999996,40.7,-0.21400000000000002,0,-14.235,-51.9253
Brazil,Rural,2010-10-01,7.975555555555555,9.185555555555556,12696.42111111111,27.667777777777776,0.5188888888888888,400.1633333333333,40.73888888888889,0.15666666666666665,0,-14.235,-51.9253
Brazil,Rural,2010-11-01,7.934166666666666,9.529166666666667,12738.861666666666,27.7925,0.56,409.94250000000005,40.72083333333333,0.05083333333333334,0,-14.235,-51.9253
Brazil,Rural,2010-12-01,8.016,9.8,12747.934,27.773000000000003,0.609,418.674,40.855000000000004,-0.015000000000000008,0,-14.235,-51.9253
Brazil,Rural,2011-01-01,10.201818181818181,10.091818181818182,12755.92090909091,27.813636363636363,0.6390909090909092,423.06363636363636,40.89545454545455,-0.06272727272727273,0,-14.235,-51.9253
Brazil,Rural,2011-02-01,10.00875,10.34375,12778.057499999999,27.98125,0.6675,434.53125,40.9625,0.10625000000000001,0,-14.235,-51.9253
Brazil,Rural,2011-03-01,10.17,10.637142857142859,12777.077142857142,27.99857142857143,0.6757142857142858,443.2057142857143,41.07571428571429,-0.1571428571428571,0,-14.235,-51.9253
Brazil,Rural,2011-04-01,10.112,10.916,12813.047999999999,28.066000000000003,0.708,452.26399999999995,41.126,0.052000000000000005,0,-14.235,-51.9253
Brazil,Rural,2011-05-01,10.28076923076923,11.244615384615384,12836.409230769232,28.206153846153846,0.7330769230769231,457.70923076923077,41.3423076923077,-0.06846153846153845,0,-14.235,-51.9253
Brazil,Rural,2011-06-01,10.243636363636364,11.521818181818183,12848.847272727273,28.246363636363636,0.7954545454545454,465.3163636363636,41.36090909090909,0.15,0,-14.235,-51.9253
Brazil,Rural,2011-07-01,10.15,11.780000000000001,12859.884285714286,28.287142857142857,0.7699999999999999,472.67999999999995,41.300000000000004,-0.11714285714285713,0,-14.235,-51.9253
Brazil,Rural,2011-08-01,10.187999999999999,12.09,12898.242,28.341,0.8160000000000001,483.149,41.427,-0.441,0,-14.235,-51.9253
Brazil,Rural,2011-09-01,10.295555555555556,12.386666666666667,12883.332222222223,28.517777777777773,0.8533333333333333,494.75888888888886,41.51222222222222,-0.11888888888888888,0,-14.235,-51.9253
Brazil,Rural,2011-10-01,10.123333333333333,12.743333333333332,12939.62,28.68166666666667,0.875,497.205,41.64833333333333,0.02333333333333333,0,-14.235,-51.9253
Brazil,Rural,2011-11-01,10.271818181818182,12.995454545454544,12953.226363636362,28.79,0.9109090909090909,508.36454545454546,41.78818181818182,-0.12454545454545456,0,-14.235,-51.9253
Brazil,Rural,2011-12-01,10.2375,13.252500000000001,12942.7125,28.7325,0.93875,517.73875,41.792500000000004,0.04375000000000001,0,-14.235,-51.9253
Brazil,Rural,2012-01-01,12.92125,13.57,12946.625,28.81125,0.95125,525.48125,41.8875,0.26375,0,-14.235,-51.9253
Brazil,Rural,2012-02-01,13.17125,13.89625,13014.40375,28.825,0.99625,536.525,41.97625,0.008750000000000008,0,-14.235,-51.9253
Brazil,Rural,2012-03-01,12.96125,14.1625,13017.16625,28.93125,1.0175,539.06375,42.0175,0.21875,0,-14.235,-51.9253
Brazil,Rural,2012-04-01,13.089999999999998,14.411666666666667,13007.913333333332,29.08666666666667,1.0483333333333333,548.7033333333334,42.27333333333333,0.02666666666666669,0,-14.235,-51.9253
Brazil,Rural,2012-05-01,12.961000000000002,14.712,13010.597,29.243000000000002,1.0710000000000002,557.2059999999999,42.373,-0.47800000000000004,0,-14.235,-51.9253
Brazil,Rural,2012-06-01,12.961000000000002,15.052000000000001,13064.359,29.214,1.117,561.569,42.376,-0.133,0,-14.235,-51.9253
Brazil,Rural,2012-07-01,12.918888888888889,15.315555555555555,13079.42888888889,29.374444444444446,1.162222222222222,570.4422222222222,42.40888888888889,-0.21666666666666667,0,-14.235,-51.9253
Brazil,Rural,2012-08-01,12.862857142857141,15.617142857142856,13068.787142857142,29.385714285714283,1.1757142857142857,586.2014285714286,42.51285714285715,-0.4242857142857143,0,-14.235,-51.9253
Brazil,Rural,2012-09-01,12.888,15.954000000000002,13084.154,29.536,1.21,592.426,42.542,0.03399999999999999,0,-14.235,-51.9253
Brazil,Rural,2012-10-01,12.9225,16.17875,13102.83625,29.62875,1.245,599.31625,42.7125,0.11875000000000001,0,-14.235,-51.9253
Brazil,Rural,2012-11-01,12.951666666666666,16.543333333333333,13118.300000000001,29.745,1.265,610.5116666666667,42.74666666666667,-0.16,0,-14.235,-51.9253
Brazil,Rural,2012-12-01,12.935,16.823333333333334,13153.131666666668,29.738333333333333,1.3266666666666667,623.46,42.88833333333333,0.021666666666666654,0,-14.235,-51.9253
Brazil,Rural,2013-01-01,16.04375,17.14375,13206.1375,29.81625,1.32,621.98125,42.99875,0.10499999999999998,0,-14.235,-51.9253
Brazil,Rural,2013-02-01,16.163,17.347,13199.969000000001,29.970999999999997,1.358,627.429,43.0,0.26,0,-14.235,-51.9253
Brazil,Rural,2013-03-01,16.03142857142857,17.59857142857143,13194.358571428573,29.947142857142858,1.3857142857142857,641.58,42.92714285714286,-0.2285714285714286,0,-14.235,-51.9253
Brazil,Rural,2013-04-01,16.141,17.977,13249.103,29.991000000000003,1.3989999999999998,648.698,43.263999999999996,-0.0029999999999999914,0,-14.235,-51.9253
Brazil,Rural,2013-05-01,16.03,18.295,13250.7375,30.07,1.4575,656.905,43.19375,-0.04000000000000001,0,-14.235,-51.9253
Brazil,Rural,2013-06-01,16.200833333333332,18.55333333333333,13261.762499999999,30.3175,1.4708333333333332,667.2241666666666,43.39166666666667,0.14916666666666667,0,-14.235,-51.9253
Brazil,Rural,2013-07-01,16.06375,18.83875,13264.45625,30.22,1.5125,671.91875,43.445,-0.13999999999999999,0,-14.235,-51.9253
Brazil,Rural,2013-08-01,16.257777777777775,19.104444444444443,13279.276666666667,30.366666666666667,1.521111111111111,687.45,43.47666666666667,0.036666666666666674,0,-14.235,-51.9253
Brazil,Rural,2013-09-01,16.19,19.467,13319.967,30.502,1.552,692.621,43.584,-0.19699999999999998,0,-14.235,-51.9253
Brazil,Rural,2013-10-01,16.169999999999998,19.709999999999997,13317.741666666667,30.575,1.595,703.6166666666667,43.74333333333333,-0.09583333333333334,0,-14.235,-51.9253
Brazil,Rural,2013-11-01,16.1575,19.99375,13352.735,30.695,1.6,704.1375,43.90125,0.0012499999999999872,0,-14.235,-51.9253
Brazil,Rural,2013-12-01,16.107777777777777,20.34,13357.847777777779,30.706666666666667,1.6366666666666667,715.7277777777778,43.99888888888889,-0.3433333333333333,0,-14.235,-51.9253
Brazil,Rural,2014-01-01,21.319999999999997,20.549090909090907,13358.212727272727,30.87181818181818,1.6881818181818182,722.5663636363636,44.00454545454546,0.06454545454545453,0,-14.235,-51.9253
Brazil,Rural,2014-02-01,21.3,20.871111111111112,13388.426666666666,30.983333333333334,1.7244444444444444,735.8744444444444,43.971111111111114,-0.060000000000000005,0,-14.235,-51.9253
Brazil,Rural,2014-03-01,21.375999999999998,21.165,13403.548999999999,30.967000000000002,1.735,740.798,44.221999999999994,-0.08399999999999999,0,-14.235,-51.9253
Brazil,Rural,2014-04-01,21.096,21.457,13442.032000000001,31.044,1.7719999999999998,751.929,44.247,-0.010999999999999996,0,-14.235,-51.9253
Brazil,Rural,2014-05-01,21.154285714285713,21.725714285714286,13448.638571428572,31.08142857142857,1.7900000000000003,751.9228571428572,44.315714285714286,-0.11714285714285715,0,-14.235,-51.9253
Brazil,Rural,2014-06-01,21.099090909090908,22.036363636363635,13426.787272727273,31.270909090909093,1.8127272727272727,767.4836363636364,44.375454545454545,-0.01999999999999999,0,-14.235,-51.9253
Brazil,Rural,2014-07-01,21.071666666666665,22.314999999999998,13455.99,31.481666666666666,1.8616666666666666,775.7916666666666,44.4,0.19166666666666665,0,-14.235,-51.9253
Brazil,Rural,2014-08-01,21.263333333333332,22.7,13545.603333333333,31.416666666666668,1.8933333333333333,790.0766666666667,44.72,-0.21000000000000005,0,-14.235,-51.9253
Brazil,Rural,2014-09-01,21.354285714285712,22.924285714285713,13502.587142857143,31.50142857142857,1.9271428571428573,785.3071428571428,44.62428571428571,0.16285714285714284,0,-14.235,-51.9253
Brazil,Rural,2014-10-01,21.237272727272728,23.23909090909091,13522.593636363636,31.636363636363637,1.9363636363636365,803.049090909091,44.71,-0.05909090909090909,0,-14.235,-51.9253
Brazil,Rural,2014-11-01,21.336,23.528,13540.570000000002,31.644,1.9579999999999997,801.774,44.878,0.02400000000000002,0,-14.235,-51.9253
Brazil,Rural,2014-12-01,21.30125,23.8,13552.8025,31.6825,2.0275,824.79625,44.7975,-0.195,0,-14.235,-51.9253
Brazil,Rural,2015-01-01,23.609,24.088,13548.482999999998,31.904000000000003,2.018,824.4219999999999,44.94,0.093,0,-14.235,-51.9253
Brazil,Rural,2015-02-01,23.809166666666666,24.38083333333333,13550.536666666667,31.888333333333335,2.035833333333333,834.5641666666667,45.035,0.2916666666666667,0,-14.235,-51.9253
Brazil,Rural,2015-03-01,23.84714285714286,24.69,13628.478571428572,32.065714285714286,2.1085714285714285,845.4242857142857,45.10142857142858,0.2814285714285715,0,-14.235,-51.9253
Brazil,Rural,2015-04-01,23.657,24.951,13630.653,32.072,2.104,853.049,45.212,0.14500000000000002,0,-14.235,-51.9253
Brazil,Rural,2015-05-01,23.625714285714285,25.304285714285715,13650.727142857142,32.07,2.138571428571429,863.3100000000001,45.33571428571429,0.1871428571428571,0,-14.235,-51.9253
Brazil,Rural,2015-06-01,24.005,25.49,13652.9725,32.1625,2.18,867.245,45.265,-0.06749999999999999,0,-14.235,-51.9253
Brazil,Rural,2015-07-01,23.815833333333334,25.814999999999998,13672.679166666667,32.291666666666664,2.204166666666667,874.1041666666666,45.455000000000005,0.11916666666666668,0,-14.235,-51.9253
Brazil,Rural,2015-08-01,23.891428571428573,26.125,13701.617857142857,32.339285714285715,2.2314285714285718,881.0471428571428,45.50785714285714,0.05285714285714286,0,-14.235,-51.9253
Brazil,Rural,2015-09-01,23.757777777777775,26.39333333333333,13722.914444444445,32.51111111111111,2.2555555555555555,900.5322222222222,45.65111111111111,-0.2511111111111111,0,-14.235,-51.9253
Brazil,Rural,2015-10-01,23.752000000000002,26.681,13699.274,32.686,2.291,896.6379999999999,45.585,0.211,0,-14.235,-51.9253
Brazil,Rural,2015-11-01,23.821,27.014,13730.920999999998,32.755,2.308,906.568,45.751,-0.11599999999999999,0,-14.235,-51.9253
Brazil,Rural,2015-12-01,23.74285714285714,27.31142857142857,13761.701428571429,32.651428571428575,2.3642857142857143,917.5985714285715,45.99,0.4628571428571429,0,-14.235,-51.9253
Brazil,Rural,2016-01-01,27.921,27.595999999999997,13739.510999999999,32.862,2.373,927.4280000000001,45.985,0.199,0,-14.235,-51.9253
Brazil,Rural,2016-02-01,27.915000000000003,27.855,13771.733333333332,32.776666666666664,2.405,936.3966666666666,46.02,0.6666666666666666,0,-14.235,-51.9253
Brazil,Rural,2016-03-01,27.976,28.206,13810.462,33.010000000000005,2.416,938.1899999999999,46.194,0.22999999999999998,0,-14.235,-51.9253
Brazil,Rural,2016-04-01,27.592000000000002,28.472,13807.248000000001,33.062,2.464,961.664,46.142,0.10400000000000001,0,-14.235,-51.9253
Brazil,Rural,2016-05-01,27.967333333333332,28.724,13839.353333333333,33.122,2.4859999999999998,959.376,46.327999999999996,-0.016666666666666666,0,-14.235,-51.9253
Brazil,Rural,2016-06-01,28.125,29.06,13854.9275,33.35125,2.53125,968.23125,46.3475,0.47375,0,-14.235,-51.9253
Brazil,Rural,2016-07-01,27.98,29.325,13862.283,33.29600000000001,2.533,975.936,46.494,0.197,0,-14.235,-51.9253
Brazil,Rural,2016-08-01,28.10272727272727,29.622727272727275,13878.47909090909,33.38363636363636,2.5727272727272723,982.2536363636362,46.45272727272727,-0.20181818181818179,0,-14.235,-51.9253
Brazil,Rural,2016-09-01,28.058999999999997,29.924,13914.09,33.555,2.6,992.201,46.56,0.05499999999999999,0,-14.235,-51.9253
Brazil,Rural,2016-10-01,27.843333333333334,30.24777777777778,13931.81,33.55555555555556,2.67,1000.5355555555556,46.68111111111111,-0.04222222222222224,0,-14.235,-51.9253
